Date,Open,High,Low,Close,Adj Close,Volume,Year,Month,Day,Weekday,SMA_10,SMA_30,SMA_50,SMA_200,EMA_10,EMA_30,EMA_50,EMA_200,MOM_10,STOCHRSIk,STOCHRSId,STOCHk,STOCHd,MACD,MACD_signal,CCI_14,MFI_14,AD,OBV,ROC_10,SIG_SMA_10,SIG_SMA_30,SIG_SMA_50,SIG_SMA_200,SIG_EMA_10,SIG_EMA_30,SIG_EMA_50,SIG_EMA_200,SIG_MOM,SIG_STOCHRSI,SIG_STOCH_K,SIG_STOCH_D,SIG_MACD,SIG_CCI,SIG_MFI,SIG_AD,SIG_OBV,SIG_ROC,future_adj_close,return_t,label
2014-10-16,133.419998,135.970001,132.75,135.050003,125.171455,3497200,0.6713333333333333,0.8333333333333334,0.5161290322580645,0.42857142857142855,136.8419983,141.4903325,142.13360011999998,138.981899765,136.48544769457578,139.9257007211895,141.08656171219778,138.981899765,-3.6199949999999887,37.980333800467555,26.548665407275113,29.726164134290055,21.402354829329383,-2.4856326531302386,-1.8437185002187078,-83.7752202822246,38.15549850098184,9329971.539202277,28957300.0,-2.6105106023005704,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,127.349533,0.01740075642645511,1.0
2014-10-20,137.149994,137.75,136.759995,137.600006,127.534912,2782500,0.6713333333333333,0.8333333333333334,0.6451612903225806,0.0,136.2909989,141.02066596666666,142.0339999,138.973999755,136.8241428699226,139.62321990688906,140.81093221645017,138.95256584286938,-2.739990000000006,75.6689061867375,56.69153242994495,51.56579776201795,40.53001666400122,-2.0619924317130938,-1.955827499252266,2.005558528327423,44.60089309241963,13410089.478133157,35486200.0,-1.9523942411969326,1,0,0,0,1,0,0,0,0,0,1,1,0,1,1,1,1,1,130.621307,0.024200393065704207,1.0
2014-10-21,138.399994,141.100006,138.339996,140.929993,130.621307,3078400,0.6713333333333333,0.8333333333333334,0.6774193548387096,0.14285714285714285,136.6159989,140.90299883333333,142.04099972,138.990499695,137.57066107539123,139.7075278483801,140.81560126678548,138.97224173498014,3.25,92.84428230416682,74.97951526451136,71.09636523142916,54.32008369638092,-1.6086649311329495,-1.8863949856284028,82.22346825876407,50.32701176107461,16109238.664404163,38564600.0,2.360546314089368,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,128.786133,-0.01404957615375868,0.0
2014-10-22,140.899994,141.089996,138.699997,138.949997,128.786133,4294300,0.6713333333333333,0.8333333333333334,0.7096774193548387,0.2857142857142857,136.3699982,140.7133321,142.00239956,138.99699971,137.82144942532008,139.65865489042008,140.7424403151468,138.97202039433358,-2.4600069999999903,90.12386096241255,86.21234981777229,78.20335022004072,66.95517107116261,-1.3931098474176338,-1.7877379579862491,62.677366029140245,49.30367048182417,12713328.161638306,34270300.0,-1.7396272755921784,1,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,134.439972,0.043900992042365417,1.0
2014-10-23,141.919998,147.919998,141.919998,145.050003,134.439972,7424400,0.6713333333333333,0.8333333333333334,0.7419354838709677,0.42857142857142855,137.0109986,140.73666533333335,142.06739956,139.0390997,139.1357318934437,140.00648380071556,140.9113643420038,139.03249783319595,6.410004000000015,93.18194284737622,92.05002870465187,84.93520723502479,78.07830756216488,-0.7217415983823798,-1.5745386860654753,177.4590894808501,52.96720116948446,13035064.535638334,41694700.0,4.623488204150965,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,137.721008,0.024405211866601606,1.0
2014-10-24,145.0,148.789993,144.809998,148.589996,137.721008,4480900,0.6713333333333333,0.8333333333333334,0.7741935483870968,0.5714285714285714,138.48699800000003,140.89166513333333,142.19239955999998,139.099799695,140.85468900372666,140.56025878131456,141.2124871521213,139.12759731744276,14.759994000000006,93.18194284737622,92.16258221905498,86.3118523620509,83.15013660570547,0.0948767460000397,-1.2406555996523723,190.02550727927928,54.72494174191705,17065629.016473085,46175600.0,11.028912635000935,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,138.620041,0.006527929275684574,1.0
2014-10-27,148.089996,149.710007,147.339996,149.559998,138.620041,2840000,0.6713333333333333,0.8333333333333334,0.8709677419354839,0.0,140.1529984,141.06099853333333,142.34519956,139.16669972,142.43747245759454,141.14088711800395,141.53984051870478,139.23140229935876,16.660004000000015,100.0,95.45462856491747,93.84837216287208,88.36514391998259,0.8109753036101779,-0.8303294189998622,166.75925953251073,59.84140168752205,19546115.444595184,49015600.0,12.535744734495635,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,140.01033,0.010029494941500072,1.0
2014-10-29,151.389999,151.729996,150.199997,151.009995,139.963989,2060600,0.6713333333333333,0.8333333333333334,0.9354838709677419,0.2857142857142857,143.51999830000003,141.45599826666665,142.61919952,139.3165997,145.27880266995996,142.3762597713229,142.26991786982322,139.46512857728538,16.789994000000007,99.8812384090944,99.96041280303145,98.48884705609142,97.19846590829574,1.9876290070181994,0.10330496011348544,121.59952839904594,64.22846829165948,21815764.298647303,49313800.0,12.509308504624439,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,0,140.974243,0.00721795661311142,1.0
2014-10-30,150.490005,152.399994,150.0,152.100006,140.974243,1836500,0.6713333333333333,0.8333333333333334,0.967741935483871,0.42857142857142855,145.2249986,141.63133193333337,142.76919952,139.38489972,146.51902145723994,143.00359823768918,142.65541152198702,139.59084875064573,17.050003000000004,99.8812384090944,99.92082560606292,98.2918083595718,98.67961130719563,2.4477357847091525,0.5721911250326189,103.6791190524771,74.47540821591265,23193156.51587787,51150300.0,12.624955661792916,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,142.522095,0.010979679458183123,1.0
2014-11-03,153.139999,154.389999,152.979996,153.300003,142.086517,2367500,0.6713333333333333,0.9166666666666666,0.0967741935483871,0.0,148.4319993,142.12033186666665,143.13799956,139.542899745,148.8305857523672,144.31767589583413,143.4916200547062,139.86694052553952,15.699996999999996,98.691247480448,99.48457476621225,97.0105456434086,97.59034343068284,3.207796108813284,1.4739284364429466,92.83863048959675,77.01412491380633,21922652.87212386,51799100.0,11.409881043173788,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,143.708496,0.011415432190515329,1.0
2014-11-07,156.149994,156.619995,155.479996,156.550003,145.09874,1882800,0.6713333333333333,0.9166666666666666,0.22580645161290322,0.5714285714285714,153.41400149999998,143.75999910000002,144.06039976,139.967599755,152.762309649565,147.02388424503556,145.3204784040102,140.49330044804572,7.96000699999999,100.0,99.56374916014931,97.81479011330299,97.61444799171323,4.161453885693504,2.9286632304737474,92.1074487070953,85.16842045104504,27751459.46503261,61648100.0,5.35702753501655,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,146.127548,0.007090399268801395,1.0
