Date,Open,High,Low,Close,Adj Close,Volume,Year,Month,Day,Weekday,SMA_10,SMA_30,SMA_50,SMA_200,EMA_10,EMA_30,EMA_50,EMA_200,MOM_10,STOCHRSIk,STOCHRSId,STOCHk,STOCHd,MACD,MACD_signal,CCI_14,MFI_14,AD,OBV,ROC_10,SIG_SMA_10,SIG_SMA_30,SIG_SMA_50,SIG_SMA_200,SIG_EMA_10,SIG_EMA_30,SIG_EMA_50,SIG_EMA_200,SIG_MOM,SIG_STOCHRSI,SIG_STOCH_K,SIG_STOCH_D,SIG_MACD,SIG_CCI,SIG_MFI,SIG_AD,SIG_OBV,SIG_ROC,future_adj_close,return_t,label
2014-10-16,29.916567,30.885223,29.888626,30.78277,27.258812,6570600,0.6713333333333333,0.8333333333333334,0.5161290322580645,0.42857142857142855,31.206557500000002,31.006926966666665,31.22332238,30.66587937,31.028009956054728,31.10099036700818,31.16861663600625,30.665879370000003,-0.09314200000000028,27.287621661531887,39.453112866098884,37.44754885987836,47.28336742787899,-0.04645611146796469,-0.023318768216490225,-105.79793861044911,39.70366010114095,21050505.897798203,125806200.0,-0.3016655831898999,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,1,27.506243,0.00907710137917972,1.0
2014-10-17,30.969049,31.108761,30.596489,31.062189,27.506243,5131500,0.6713333333333333,0.8333333333333334,0.5483870967741935,0.5714285714285714,31.194449300000002,30.96905,31.24120526,30.683110269999997,31.034224327681137,31.098487053007656,31.164443003221688,30.66982274940299,-0.12108200000000124,25.68075316815567,29.30095246991317,36.03726612893153,39.10351878235747,-0.041194831411619504,-0.026893980855516083,-40.44421805212202,41.16778072295488,25248969.471836977,130937700.0,-0.38829152977569686,0,1,0,1,1,0,0,1,0,0,0,0,0,1,1,1,1,0,27.992859,0.017691111068858012,1.0
2014-10-21,31.676912,31.742113,31.425438,31.611715,27.992859,3150200,0.6713333333333333,0.8333333333333334,0.6774193548387096,0.14285714285714285,31.271755000000002,30.99575006666667,31.27622586,30.722741329999998,31.22513033505927,31.16257378936466,31.19883531362371,30.68847361944278,0.33530199999999866,62.752836416633215,45.94935977935242,68.888751700134,53.81789663977022,0.04509356765569095,-0.007036067371645555,71.41056765005173,39.23817805259918,29699938.601773243,134969500.0,1.0720602775004877,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,28.339264,0.01237476314941599,1.0
2014-10-28,32.31958,32.440662,32.040161,32.440662,28.726912,4112900,0.6713333333333333,0.8333333333333334,0.9032258064516129,0.14285714285714285,31.621960900000005,31.238534766666668,31.37234618,30.830038584999997,31.858623200805425,31.4549716664218,31.378059395742635,30.76123417486526,1.1549350000000018,98.08245251578738,93.89754020552375,97.31130406748515,94.27624926730745,0.2875393753075812,0.1435140948151723,116.63242269884992,42.42930791297771,37453902.446756825,146302600.0,3.691571559133025,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,28.462976,-0.009187760939985412,0.0
2014-10-29,32.449978,32.552429,31.825935,32.142612,28.462976,3494400,0.6713333333333333,0.8333333333333334,0.9354838709677419,0.2857142857142857,31.810103200000004,31.271133766666665,31.380169879999997,30.850855355000004,31.91025752793171,31.499335558910722,31.40804185081155,30.774979227851674,1.881422999999998,93.14833532418533,95.01699450834279,93.86926071325585,94.82369272052085,0.29532019645086294,0.17387531514231044,83.62412901604874,43.37483694349887,37005903.680077374,142808200.0,6.2172804908623975,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,28.718658,0.008982967908907291,1.0
2014-11-03,32.61763,32.831848,32.496544,32.729397,28.982588,4649200,0.6713333333333333,0.9166666666666666,0.0967741935483871,0.0,32.2394789,31.41736366666667,31.425063419999997,30.924482525,32.22368749200768,31.69712258266838,31.541425415715892,30.828458212654787,1.1176819999999985,96.7506031094232,92.39418986535127,96.652930298963,94.12142312856413,0.3802385609900938,0.26220915951615564,100.71256750018246,70.03761539742857,47400623.05119744,162072500.0,3.5356575877012637,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,28.817633,-0.005691520715817355,0.0
2014-11-04,32.682827,32.990185,32.394093,32.543114,28.817633,3511700,0.6713333333333333,0.9166666666666666,0.12903225806451613,0.14285714285714285,32.3326188,31.474178966666667,31.43661272,30.9480935,32.281765038915374,31.751702674109133,31.58070732098194,30.845519464270165,0.9313990000000025,93.2348615811328,93.30778940131752,93.69358803748054,94.34384447782433,0.384547540733994,0.28667683575972336,93.15116137531852,79.18468626915421,45644749.48637865,158560800.0,2.9463728873931787,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,30.013559,0.04149979979271712,1.0
2014-11-05,32.971561,33.921585,32.813221,33.893646,30.013559,12069700,0.6713333333333333,0.9166666666666666,0.16129032258064516,0.2857142857142857,32.5216931,31.5862575,31.482437599999997,30.977153185000002,32.574834304567126,31.88989256610209,31.671410798590493,30.875849081541112,1.8907429999999934,93.79102104097028,94.59216191050876,93.75481479116915,94.7004443758709,0.4912759602970631,0.32759666066719134,209.38760954109736,89.94655664147534,57105957.42366279,170630500.0,5.908035905367688,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,29.683649,-0.010992031967951621,0.0
2014-11-06,33.837765,33.837765,33.176468,33.521088,29.683649,8247200,0.6713333333333333,0.9166666666666666,0.1935483870967742,0.42857142857142855,32.674443000000004,31.6846755,31.51391896,31.004303505,32.746880431009465,31.99513098119228,31.743947159430082,30.90216986679941,1.5274989999999988,82.26083200964577,89.76223821058295,90.23107519936195,92.55982600933721,0.5395767794955049,0.36999268443285405,173.9762967380011,78.81347848410753,57454441.55348655,162383300.0,4.774390894375742,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,0,0,30.11253,0.01444839210974358,1.0
2014-11-07,33.530399,34.005413,33.446575,34.005413,30.11253,4466900,0.6713333333333333,0.9166666666666666,0.22580645161290322,0.5714285714285714,32.858860299999996,31.802342300000003,31.5522926,31.035225975,32.97570453446229,32.12482659530891,31.832632094354395,30.933047907925786,1.8441729999999978,83.34012617619548,86.46399307560385,95.03587390435723,93.00725463162945,0.6099058910669868,0.4179753257596806,169.67573856968042,79.02819150155162,61921341.55348655,166850200.0,5.734147688335393,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,30.335218,0.0073951939607865835,1.0
