Date,Open,High,Low,Close,Adj Close,Volume,Year,Month,Day,Weekday,SMA_10,SMA_30,SMA_50,SMA_200,EMA_10,EMA_30,EMA_50,EMA_200,MOM_10,STOCHRSIk,STOCHRSId,STOCHk,STOCHd,MACD,MACD_signal,CCI_14,MFI_14,AD,OBV,ROC_10,SIG_SMA_10,SIG_SMA_30,SIG_SMA_50,SIG_SMA_200,SIG_EMA_10,SIG_EMA_30,SIG_EMA_50,SIG_EMA_200,SIG_MOM,SIG_STOCHRSI,SIG_STOCH_K,SIG_STOCH_D,SIG_MACD,SIG_CCI,SIG_MFI,SIG_AD,SIG_OBV,SIG_ROC,future_adj_close,return_t,label
2014-10-17,108.989998,110.389999,108.940002,109.790001,103.211014,469100,0.6713333333333333,0.8333333333333334,0.5483870967741935,0.5714285714285714,113.15899970000001,115.92933356666666,116.00019992000001,114.77805017,112.51025685555209,114.94442963306825,115.61332955162617,114.78207851666667,-6.370002999999997,1.0217476483608168,0.6811650989072017,16.17767280545391,12.077197824977679,-1.7254336682682379,-0.9740603279778294,-125.43321978749667,15.886434619523975,1149637.5718321204,-3557800.0,-5.483817820805169,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,106.520073,0.032061103478743025,1.0
2014-10-21,112.360001,113.470001,112.129997,113.349998,106.557678,665400,0.6713333333333333,0.8333333333333334,0.6774193548387096,0.14285714285714285,112.5729996,115.78266683333335,115.84559986000001,114.70795015,112.78190682065882,114.74291891926161,115.43778694865607,114.75332713889551,-2.470001999999994,56.40316262291079,28.83951966992522,40.54556188051596,28.21559660576047,-1.4271241331932742,-1.1600221065186394,-16.428335728291685,22.38824339306365,1975272.1420668727,-2483500.0,-2.132621308927641,1,0,0,0,1,0,0,0,0,1,1,1,0,1,1,1,1,1,105.542397,-0.009527994782318805,0.0
2014-10-22,113.110001,113.419998,112.199997,112.269997,105.542397,413600,0.6713333333333333,0.8333333333333334,0.7096774193548387,0.2857142857142857,112.17399909999999,115.64200013333334,115.74619984,114.66700014,112.68883230781175,114.58337556963184,115.31355989184603,114.72861738626969,-3.9900049999999965,79.03205359713795,54.84295498618426,50.399684913285135,39.62293397503755,-1.3850812673165365,-1.205033938678219,-24.097893031488233,22.737795141883367,1609134.398245351,-2897100.0,-3.4319670835718687,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,106.61409,0.010154146868580405,1.0
2014-10-23,113.25,114.150002,112.93,113.410004,106.61409,408300,0.6713333333333333,0.8333333333333334,0.7419354838709677,0.42857142857142855,112.06299980000001,115.5433335,115.65579992,114.63480017,112.81995443366415,114.50767417804269,115.2389106411854,114.71549685506304,-1.109993000000003,81.2793391459608,72.23818512200317,52.26755316714514,47.73759998698207,-1.2454165687827157,-1.2131104646991182,11.684823267153662,24.151593639119866,1522121.794823387,-2488800.0,-0.9692569237493107,1,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,1,1,107.64817,0.009699280836144464,1.0
2014-10-27,114.32,114.849998,113.860001,114.339996,107.48835,198500,0.6713333333333333,0.8333333333333334,0.8709677419354839,0.0,112.28399970000001,115.3626666,115.54019994000001,114.57335015999999,113.34773766220492,114.49699672396869,115.17619540080207,114.70973614874265,1.6699979999999925,96.04320557180678,87.8679852214314,67.14272809115761,58.757731566712444,-0.870228427696901,-1.115884502956296,63.6520964158357,27.68426005295442,1716425.590541318,-2374800.0,1.4822029197160298,1,0,0,0,1,0,0,0,1,0,1,1,1,1,1,0,0,1,108.202812,0.0066468784756672505,1.0
2014-10-28,114.650002,115.099998,114.110001,115.099998,108.202812,389900,0.6713333333333333,0.8333333333333334,0.9032258064516129,0.14285714285714285,112.6319992,115.27966666666667,115.49799992,114.55185014,113.66633045089493,114.53590003209975,115.17320726743729,114.71361935124273,3.4799950000000024,99.05735226617401,93.7939895948358,76.47849976099836,66.82804709799684,-0.6713335320831391,-1.0269743087816647,86.67520015339225,34.21669448377533,2106325.5905413236,-1984900.0,3.1177162752808765,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,108.87027,0.0061685827536535065,1.0
2014-10-30,114.800003,116.300003,114.790001,115.860001,108.917274,194900,0.6713333333333333,0.8333333333333334,0.967741935483871,0.42857142857142855,113.77499929999999,115.10933336666668,115.47840002000001,114.51555013500001,114.38407233489659,114.69822255254515,115.22413323918374,114.73582682444899,5.68000099999999,100.0,99.37156817744933,88.35080961675975,82.64811888159234,-0.26962744621042134,-0.7833835263331472,111.57244782272453,40.657344701696566,2134205.9953816654,-1544200.0,5.1552014884733985,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,114.078293,0.047384761025142774,1.0
2014-11-03,121.300003,122.029999,120.809998,122.0,114.689354,856900,0.6713333333333333,0.9166666666666666,0.0967741935483871,0.0,115.7999992,115.29533316666667,115.74800008,114.537200105,116.80503986055061,115.57076488105149,115.72066271098815,114.87326495084292,8.690002000000007,100.0,100.0,96.50464005093907,92.67983310172593,0.8189354182436688,-0.28739220520559683,194.42575116216778,66.70731408985547,4151063.421523767,593200.0,7.6692279175576425,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,112.24514,-0.021311603167631255,0.0
2014-11-04,119.5,119.720001,118.309998,119.400002,112.24514,569600,0.6713333333333333,0.9166666666666666,0.12903225806451613,0.14285714285714285,116.4049996,115.33366656666665,115.83860006,114.53190012,117.27685115863231,115.81781243711269,115.86495052624352,114.91830711053603,6.050004000000001,91.95016732437927,97.31672244145976,93.15915889726051,94.28261619522618,0.9980638458674633,-0.030300994990984792,108.33237503384859,66.83130502211631,4462122.935581548,23600.0,5.337453998014187,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,0,114.097092,0.0164991731490558,1.0
2014-11-05,121.029999,121.75,120.410004,121.370003,114.097092,394100,0.6713333333333333,0.9166666666666666,0.16129032258064516,0.2857142857142857,117.31500019999999,115.41766673333333,115.96440008000002,114.53030012500001,118.02106058433553,116.17601827987963,116.08083493697906,114.98250308953568,9.100005999999993,87.08544138833143,93.01186957090356,91.70856800370905,93.79078898396953,1.2841837610044138,0.23259595620809492,128.8941318476736,66.79879500492972,4632704.63000451,417700.0,8.105465612509096,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1,112.649376,-0.012688456599752818,0.0
2014-11-06,119.519997,119.980003,119.019997,119.830002,112.649376,435500,0.6713333333333333,0.9166666666666666,0.1935483870967742,0.42857142857142855,117.957,115.48300003333334,116.06280004,114.53265013000001,118.34995902354723,116.4117591650487,116.22786109631322,115.03073690954031,6.4199979999999925,73.87659637967228,84.30406836412766,84.37453733585085,89.74742141227345,1.3708681302883008,0.4602503910241361,75.14849746689205,66.74611039223245,4932110.823299131,-17800.0,5.660874502746682,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,0,0,111.558884,-0.009680408704616283,0.0
2014-11-07,118.43,118.669998,117.68,118.669998,111.558884,570800,0.6713333333333333,0.9166666666666666,0.22580645161290322,0.5714285714285714,118.37299959999999,115.48366656666666,116.1476,114.53660013500001,118.40814792835683,116.55745199311008,116.32363117096762,115.06694846267922,4.159996000000007,64.50846442596696,75.15683406465689,79.59880932719928,85.2273048889197,1.330624873968972,0.6343252876131034,37.49596629763389,59.33720872891528,5502910.823299123,-588600.0,3.63286693506477,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,0,0,110.900833,-0.005898687548720916,0.0
2014-11-10,117.809998,118.290001,117.5,117.970001,110.900833,429800,0.6713333333333333,0.9166666666666666,0.3225806451612903,0.0,118.7360001,115.4986667,116.22060002,114.54130014499998,118.32848485047376,116.64858418710298,116.38819469367478,115.09583455757794,3.630004999999997,49.49562834456459,62.62689638340127,67.51210260598002,77.16181642301005,1.2280912244427924,0.7530784749790411,20.66817806134148,61.17371627402037,5584518.85898514,-1018400.0,3.174746481537394,0,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,0,0,112.000725,0.009917797461449052,1.0
2014-11-12,118.739998,118.940002,118.110001,118.790001,111.671692,252800,0.6713333333333333,0.9166666666666666,0.3870967741935484,0.2857142857142857,119.43800050000002,115.62366666666667,116.3360001,114.55580015,118.533117990813,116.9371064571838,116.58606515321536,115.17243247243,2.9800030000000106,35.836056756832605,42.80963058562292,62.427459737882394,64.75765967013662,1.1844129509467507,0.9151882422155699,22.22516146468026,63.25533246911252,5966905.813741754,-745100.0,2.5731828438508484,0,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,0,0,112.639984,0.008670881426243726,1.0
2014-11-14,119.580002,119.879997,119.230003,119.82,112.639984,214200,0.6713333333333333,0.9166666666666666,0.45161290322580644,0.5714285714285714,119.68100059999999,115.92366643333335,116.48000006000001,114.59440011999999,118.95853353104008,117.29709316388303,116.83473373043833,115.26446123464027,-1.5299980000000062,31.275339712776344,34.135047854532765,68.46283974177781,66.0228008044896,1.2333388452149592,1.0275304938823855,40.18556143874909,59.99377429704945,5999166.690292388,-475300.0,-1.260814194657017,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,0,111.483673,-0.010265546557606031,0.0
2014-11-17,118.5,119.139999,118.080002,118.589996,111.483673,324100,0.6713333333333333,0.9166666666666666,0.5483870967741935,0.0,119.34000019999999,115.9866664,116.53099996,114.6236001,118.89152670721461,117.38050625008414,116.90356754493095,115.29755113280305,-3.4100040000000007,22.639999351737984,29.73636205283456,65.843973492917,67.16163872283447,1.131897173342253,1.048403829774359,-19.53824062570764,54.771580804919076,5986933.7151990635,-799400.0,-2.7950852459016398,0,1,1,1,0,1,1,1,0,1,0,1,1,1,0,0,0,0,112.874992,0.012480024765599618,1.0
