Date,Open,High,Low,Close,Adj Close,Volume
2007-01-03,75.44999694824219,75.9800033569336,74.4000015258789,74.97000122070312,42.28600311279297,3955300
2007-01-04,75.25,75.5,74.5199966430664,75.08999633789062,42.35369873046875,2306000
2007-01-05,75.04000091552734,75.04000091552734,73.62000274658203,74.1500015258789,41.823490142822266,3602400
2007-01-08,74.16000366210938,74.58999633789062,73.73999786376953,74.37999725341797,41.95320129394531,2354800
2007-01-09,74.9800033569336,75.0,73.91000366210938,74.08000183105469,41.78399658203125,3322200
2007-01-10,73.75,73.8499984741211,73.25,73.62999725341797,41.53018569946289,2895100
2007-01-11,73.62999725341797,73.87999725341797,73.55000305175781,73.6500015258789,41.541473388671875,3060900
2007-01-12,73.6500015258789,74.47000122070312,73.3499984741211,74.44000244140625,41.987060546875,3027600
2007-01-16,74.80000305175781,75.3499984741211,74.61000061035156,74.87999725341797,42.235233306884766,3693000
2007-01-17,74.94999694824219,75.22000122070312,74.68000030517578,75.0,42.302921295166016,2737600
2007-01-18,75.12000274658203,75.4000015258789,74.62000274658203,74.80999755859375,42.19575500488281,2895700
2007-01-19,75.30000305175781,75.30000305175781,74.75,75.0199966430664,42.31418228149414,4242100
2007-01-22,75.05000305175781,75.16999816894531,73.72000122070312,74.27999877929688,41.89680099487305,3972600
2007-01-23,74.29000091552734,74.29000091552734,73.41999816894531,73.62000274658203,41.524539947509766,2702800
2007-01-24,73.9000015258789,74.81999969482422,73.62000274658203,74.44999694824219,41.99271011352539,3481600
2007-01-25,74.44000244140625,74.44999694824219,73.43000030517578,73.61000061035156,41.51891326904297,2706500
2007-01-26,73.80000305175781,73.80000305175781,72.20999908447266,72.48999786376953,40.88718032836914,4726200
2007-01-29,72.5,73.81999969482422,72.47000122070312,73.6500015258789,41.541473388671875,3937400
2007-01-30,71.16999816894531,72.69999694824219,70.37999725341797,72.69999694824219,41.00562286376953,12995800
2007-01-31,72.30000305175781,72.61000061035156,71.5,72.27999877929688,40.76873779296875,6078800
2007-02-01,72.8499984741211,73.73999786376953,72.73999786376953,73.63999938964844,41.53581237792969,4495700
2007-02-02,73.56999969482422,74.4800033569336,73.5,74.16999816894531,41.83476638793945,5510000
2007-02-05,74.18000030517578,74.33000183105469,73.6500015258789,73.68000030517578,41.558380126953125,2751500
2007-02-06,73.69999694824219,74.0,73.66000366210938,73.93000030517578,41.69938659667969,2259700
2007-02-07,74.16000366210938,74.16000366210938,73.45999908447266,73.91999816894531,41.693748474121094,2461100
2007-02-08,73.91999816894531,73.93000030517578,73.20999908447266,73.33000183105469,41.36097717285156,2348500
2007-02-09,74.12000274658203,74.23999786376953,73.27999877929688,73.55999755859375,41.490699768066406,3573800
2007-02-12,73.94999694824219,74.08999633789062,73.68000030517578,73.87000274658203,41.66555404663086,2636700
2007-02-13,73.9000015258789,74.44999694824219,73.56999969482422,74.38999938964844,41.958858489990234,3617300
2007-02-14,74.51000213623047,75.31999969482422,74.51000213623047,75.0199966430664,42.31418228149414,4576900
2007-02-15,75.0,75.19000244140625,74.38999938964844,74.4800033569336,42.246124267578125,3738800
2007-02-16,74.19999694824219,74.5999984741211,73.83000183105469,74.04000091552734,41.99656295776367,3249700
2007-02-20,74.0,74.23999786376953,73.69999694824219,73.9000015258789,41.917144775390625,2550200
2007-02-21,73.7699966430664,74.0999984741211,73.44999694824219,73.80000305175781,41.86043930053711,2891300
2007-02-22,73.7699966430664,74.18000030517578,73.26000213623047,73.4000015258789,41.633548736572266,2760600
2007-02-23,73.4000015258789,73.4000015258789,72.75,73.33999633789062,41.599510192871094,3844700
2007-02-26,73.4800033569336,73.73999786376953,72.69000244140625,72.79000091552734,41.28754806518555,3836400
2007-02-27,72.5999984741211,72.5999984741211,70.0,70.2300033569336,39.835472106933594,6281200
2007-02-28,70.4000015258789,70.93000030517578,69.93000030517578,70.19000244140625,39.81278610229492,7900600
2007-03-01,69.4000015258789,70.30000305175781,68.66000366210938,70.12000274658203,39.77307891845703,4972800
2007-03-02,69.94999694824219,70.0999984741211,69.33999633789062,69.47000122070312,39.40438461303711,3676800
2007-03-05,69.2699966430664,70.11000061035156,68.75,69.69999694824219,39.53483963012695,7667000
2007-03-06,70.0,70.23999786376953,69.41999816894531,69.91000366210938,39.65398406982422,4800800
2007-03-07,69.91000366210938,70.3499984741211,69.77999877929688,70.0,39.70500564575195,4024800
2007-03-08,70.08999633789062,70.5,69.75,69.87000274658203,39.631282806396484,3170600
2007-03-09,70.94999694824219,70.98999786376953,70.37000274658203,70.62999725341797,40.0623664855957,3071500
2007-03-12,70.87999725341797,71.38999938964844,70.62000274658203,71.1500015258789,40.35731887817383,3238800
2007-03-13,70.5,70.9800033569336,69.76000213623047,69.91000366210938,39.65398406982422,4159900
2007-03-14,70.12000274658203,70.31999969482422,68.75,70.2300033569336,39.835472106933594,5049200
2007-03-15,70.30000305175781,70.63999938964844,69.33000183105469,69.41000366210938,39.3703498840332,4343700
2007-03-16,69.69999694824219,69.81999969482422,68.80999755859375,69.26000213623047,39.2852783203125,6065400
2007-03-19,69.6500015258789,69.8499984741211,69.06999969482422,69.4800033569336,39.41006088256836,3494000
2007-03-20,69.27999877929688,70.37999725341797,69.26000213623047,70.25,39.8468132019043,2839400
2007-03-21,69.69999694824219,71.31999969482422,69.33999633789062,71.27999877929688,40.431034088134766,5350600
2007-03-22,70.70999908447266,71.37999725341797,70.56999969482422,71.08999633789062,40.32328414916992,3341600
2007-03-23,71.12999725341797,71.62999725341797,70.79000091552734,71.47000122070312,40.538818359375,3123600
2007-03-26,71.25,71.3499984741211,70.5,71.30999755859375,40.44806671142578,2782100
2007-03-27,71.02999877929688,71.16000366210938,70.63999938964844,70.9000015258789,40.21550369262695,2160000
2007-03-28,70.5999984741211,70.9000015258789,70.04000091552734,70.4000015258789,39.93190383911133,3141600
