Date,Open,High,Low,Close,Adj Close,Volume,Year,Month,Day,Weekday,SMA_10,SMA_30,SMA_50,SMA_200,EMA_10,EMA_30,EMA_50,EMA_200,MOM_10,STOCHRSIk,STOCHRSId,STOCHk,STOCHd,MACD,MACD_signal,CCI_14,MFI_14,AD,OBV,ROC_10,SIG_SMA_10,SIG_SMA_30,SIG_SMA_50,SIG_SMA_200,SIG_EMA_10,SIG_EMA_30,SIG_EMA_50,SIG_EMA_200,SIG_MOM,SIG_STOCHRSI,SIG_STOCH_K,SIG_STOCH_D,SIG_MACD,SIG_CCI,SIG_MFI,SIG_AD,SIG_OBV,SIG_ROC,future_adj_close,return_t,label
2014-01-02,37.34999847412109,37.400001525878906,37.09999847412109,37.15999984741211,30.99642944335937,30632200,0.6713333333333333,0.08333333333333333,0.06451612903225806,0.42857142857142855,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-18379164.198158357,30632200.0,-inf,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,0,0,0,30.787878036499023,-0.00672823969100822,0.0
2014-01-03,37.20000076293945,37.220001220703125,36.59999847412109,36.90999984741211,30.787878036499023,31134800,0.6713333333333333,0.08333333333333333,0.0967741935483871,0.5714285714285714,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-18379164.198158357,-502600.0,-inf,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,0,1,30.137250900268555,-0.02113257482243991,0.0
2014-01-06,36.84999847412109,36.88999938964844,36.11000061035156,36.130001068115234,30.137250900268555,43603700,0.6713333333333333,0.08333333333333333,0.1935483870967742,0.0,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-59746722.33912632,-44106300.0,-inf,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,0,0,1,30.370820999145508,0.007750212507766419,1.0
2014-01-07,36.33000183105469,36.4900016784668,36.209999084472656,36.40999984741211,30.370820999145508,35802800,0.6713333333333333,0.08333333333333333,0.22580645161290322,0.14285714285714285,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-44402943.92193854,-8303500.0,-inf,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1,29.828632354736328,-0.017852288037403907,0.0
2014-01-08,36.0,36.13999938964844,35.58000183105469,35.7599983215332,29.828632354736328,59971700,0.6713333333333333,0.08333333333333333,0.25806451612903225,0.2857142857142857,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-65821991.8170339,-68275200.0,-inf,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,0,0,1,29.636777877807617,-0.0064318898247525125,0.0
2014-01-09,35.880001068115234,35.90999984741211,35.400001525878906,35.529998779296875,29.636777877807617,36516300,0.6713333333333333,0.08333333333333333,0.2903225806451613,0.42857142857142855,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-83722470.92289585,-104791500.0,-inf,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,0,0,1,30.06218338012696,0.01435397275889061,1.0
2014-01-10,35.900001525878906,36.150001525878906,35.75,36.040000915527344,30.06218338012696,40548800,0.6713333333333333,0.08333333333333333,0.3225806451612903,0.5714285714285714,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-65475549.593097456,-64242700.0,-inf,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1,29.17800712585449,-0.029411578097716218,0.0
2014-01-13,35.9900016784668,36.02000045776367,34.83000183105469,34.97999954223633,29.17800712585449,45901900,0.6713333333333333,0.08333333333333333,0.41935483870967744,0.0,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-99805705.24927422,-110144600.0,-inf,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,0,0,1,29.84531021118164,0.02287007068196445,1.0
2014-01-14,34.72999954223633,35.880001068115234,34.630001068115234,35.779998779296875,29.84531021118164,41623300,0.6713333333333333,0.08333333333333333,0.45161290322580644,0.14285714285714285,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-64842285.67835137,-68521300.0,-inf,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1,30.66275215148925,0.02738929280759672,1.0
2014-01-16,36.68999862670898,37.0,36.310001373291016,36.88999938964844,30.771203994750977,38018700,0.6713333333333333,0.08333333333333333,0.5161290322580645,0.42857142857142855,36.11899948120117,-inf,-inf,-inf,36.28127222928134,-inf,-inf,-inf,-0.2700004577636719,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,3006399.9669396766,14310000.0,-0.7265889635962288,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1,30.34579467773437,-0.013824916213521332,0.0
2014-01-17,36.83000183105469,36.83000183105469,36.150001525878906,36.380001068115234,30.34579467773437,46267500,0.6713333333333333,0.08333333333333333,0.5483870967741935,0.5714285714285714,36.065999603271486,-inf,-inf,-inf,36.29922292725114,-inf,-inf,-inf,-0.529998779296875,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-11962573.431168683,-31957500.0,-1.4359219222105608,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,0,0,0,30.170625686645508,-0.005772430511348237,0.0
2014-01-21,36.81999969482422,36.81999969482422,36.060001373291016,36.16999816894531,30.170625686645508,31567300,0.6713333333333333,0.08333333333333333,0.6774193548387096,0.14285714285714285,36.069999313354494,-inf,-inf,-inf,36.27572751665008,-inf,-inf,-inf,0.039997100830078125,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-34392216.80989367,-63524800.0,0.11070329268651921,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,0,0,1,29.97043228149414,-0.006635374659796356,0.0
2014-01-23,36.09000015258789,36.130001068115234,35.52000045776367,36.060001373291016,30.078872680664062,43954000,0.6713333333333333,0.08333333333333333,0.7419354838709677,0.42857142857142855,36.05199966430664,-inf,-inf,-inf,36.185074087224976,-inf,-inf,-inf,0.3000030517578125,-inf,-inf,-inf,-inf,-inf,-inf,-36.03699602336366,29.423334381402558,-8595940.417046905,-41475100.0,0.8389347478720741,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,1,1,1,30.7044677734375,0.02079848867393208,1.0
2014-01-24,37.45000076293945,37.54999923706055,36.52999877929688,36.810001373291016,30.7044677734375,76395500,0.6713333333333333,0.08333333333333333,0.7741935483870968,0.5714285714285714,36.179999923706056,-inf,-inf,-inf,36.298697230146075,-inf,-inf,-inf,1.2800025939941406,-inf,-inf,58.933775966512876,-inf,-inf,-inf,137.75167127040763,40.04550661273108,-43048443.22197034,34920400.0,3.6025967857336116,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,30.053842544555664,-0.021189920427303166,0.0
